YearsExperience,Salary
9.94743326205002,116932.97372801522
9.93749880818888,112058.68272215972
10.587235945115648,123037.43712067619
10.788503652779283,120218.53811289536
1.355803954272352,37547.170657303286
1.8598216739007731,47189.83834301301
1.5673719554629428,35091.533585958714
2.2205135166296825,47188.91753170871
2.507043197513334,42250.88024144257
2.879633858434249,55704.64869579059
3.167227744543125,56724.73094181824
3.303777720234539,57153.74474833083
3.3293028295646496,64216.920309494766
3.56809706484336,59665.63262394692
4.007353052277683,60030.144682411265
4.249399487373634,54596.249954092455
4.535343082338512,56968.487399436366
4.487781247825561,57175.96118752949
5.2459547372534665,60211.86905704151
4.769795731133585,69184.699864695
5.461696191016203,63894.75914123481
5.455002601721506,82804.24102995741
6.656940879965302,81604.5912634238
5.8575105143934545,94969.8776681175
6.648083447345767,93162.22975617778
7.020182206366792,96024.71581632426
7.362831282707058,98234.77165852876
8.14227349349577,116368.35364379702
8.57226020153389,110096.62802395919
9.145118135942862,104086.02692688689
9.702526792733147,120072.30395104505
10.262851251764765,112867.34926858572
10.685127151455815,124750.59436812765
10.42692890330128,122008.03696282022
1.8182243774645963,39218.641805453655
1.9266022527329612,48116.28464100248
1.5253107554562781,35760.54790732891
2.3914712852863067,44534.093031035685
2.4936127848755447,38831.48476325512
3.4105894672597046,55057.254335475314
2.810522961825969,59936.93928009088
3.505815437999532,52375.51535516125
3.6175273460548767,63338.701389305636
3.2723781540730656,54794.244214822305
3.6450224462002674,67148.45026583278
3.4882303466719695,55865.52710394346
4.019177949666632,55558.54898401483
4.415262676738788,57509.959821468445
5.050707115628808,60887.34390061834
5.022228434125933,67497.06080093356
5.688584663671387,67258.33340008685
4.985969562535533,84604.01542009461
5.488985268193454,80302.99770477894
6.083335690331014,92789.36351871064
7.0152196346817925,91188.89660569672
7.190191575571771,93670.15767052883
7.379767369988037,98272.6178756029
8.273263988146162,116546.74853488905
8.408659149848543,112721.93542700257
9.30090176464901,105084.92792088725
9.709979473829055,118123.11392611153
9.418036064101793,113258.50030908707
10.245839924798993,128549.76161691047
10.282235943433314,124112.14982286915
1.1616247225557703,39884.91365155968
1.1133378678198722,46105.52378110173
1.1180661039227284,37254.10390626718
2.161039090760167,41710.872675916806
2.073094776414709,38738.457338863336
2.5733238871206976,58153.78245165151
2.9060281347272423,61152.83437524876
2.9755355989156818,52490.8895104029
3.80614249052177,64644.664610858454
4.064491927084835,58692.774246743575
3.997608207605015,59880.18943775725
4.543983241667007,56881.72038475987
4.123210492294285,55632.752482108306
3.94161473960152,58223.19733718632
5.0569372231808964,59585.481686914965
5.161673013105397,64329.23579867096
4.8888261537020625,62774.915124233674
5.342898396574918,83185.16989332276
5.737314523984573,81883.44500344296
5.685160080710699,92132.36674979118
7.177853264259493,93016.18491755475
7.772824992141039,94950.95987546208
7.580429727854257,101170.84040270536
8.468890771007171,111390.96760047508
8.60480722926345,108128.32778439567
8.953862384870591,105677.79734263282
9.422281822728339,115249.1732694321
9.440802769096054,111866.88891154034
10.414556488383448,124404.58561842889
10.350714965076689,120719.2162609537
1.4507076336195426,39380.836758379104
1.0610879436027145,49558.87462455057
1.758941253374585,38385.85474752833
2.53247058619737,43087.79894238227
1.5585066499618137,41550.811162366976
2.760931423358857,52220.72938198423
3.273121638154162,60622.22911621713
3.2390863841871025,55987.73038777393
3.411343762011393,61488.827508440314
3.618804443985254,59477.50808641386
4.02597693624187,63895.99281498883
4.053296829382376,54964.4241721984
4.4503346184979415,58223.56373221257
4.276326252990363,61623.38571560879
4.701280798622561,61475.73251011699
4.876436910163259,68435.44117260067
5.053718132778251,65111.278200919514
5.270232543654114,81389.31126107041
6.118335642713489,83024.6716330885
5.973704655753921,92228.83234818226
6.986932457068924,91882.13247443878
7.822620239593631,97318.68510646977
8.261337411029508,102260.95965149278
8.202192940349647,114480.32421057389
9.160364176649182,111507.0798885158
8.977577388093534,104562.9672022905
8.988562639446643,116430.25012941325
9.397574106724779,110678.47256843539
9.838762423692243,121503.41347984778
10.494545954787608,122627.6009860897
